,model,epoch,channel,fold,metric,value
997,cond_resnet_one_head,17,49,train,acc,0.95546
998,cond_resnet_one_head,17,49,val,loss,1.3464026629545127
999,cond_resnet_one_head,17,49,val,acc,0.7103
1000,cond_resnet_one_head,17,57,train,loss,0.11137203294355089
1001,cond_resnet_one_head,17,57,train,acc,0.96088
1002,cond_resnet_one_head,17,57,val,loss,1.4098616310745289
1003,cond_resnet_one_head,17,57,val,acc,0.7135
1004,cond_resnet_one_head,17,64,train,loss,0.10212588121595285
1005,cond_resnet_one_head,17,64,train,acc,0.96366
1006,cond_resnet_one_head,17,64,val,loss,1.425843224024317
1007,cond_resnet_one_head,17,64,val,acc,0.7136
1008,cond_resnet_one_head,18,1,train,loss,2.018137101322184
1009,cond_resnet_one_head,18,1,train,acc,0.24218
1010,cond_resnet_one_head,18,1,val,loss,2.0104612317054893
1011,cond_resnet_one_head,18,1,val,acc,0.2507
1012,cond_resnet_one_head,18,9,train,loss,1.1682315348359325
1013,cond_resnet_one_head,18,9,train,acc,0.57918
1014,cond_resnet_one_head,18,9,val,loss,1.285451518502205
1015,cond_resnet_one_head,18,9,val,acc,0.5496
1016,cond_resnet_one_head,18,17,train,loss,0.6907702344838921
1017,cond_resnet_one_head,18,17,train,acc,0.75124
1018,cond_resnet_one_head,18,17,val,loss,1.0945143976788612
1019,cond_resnet_one_head,18,17,val,acc,0.6344
1020,cond_resnet_one_head,18,25,train,loss,0.4430375757348507
1021,cond_resnet_one_head,18,25,train,acc,0.83908
1022,cond_resnet_one_head,18,25,val,loss,1.1085055451484243
1023,cond_resnet_one_head,18,25,val,acc,0.6614
1024,cond_resnet_one_head,18,33,train,loss,0.2449200986729711
1025,cond_resnet_one_head,18,33,train,acc,0.91306
1026,cond_resnet_one_head,18,33,val,loss,1.1835439091275453
1027,cond_resnet_one_head,18,33,val,acc,0.6869
1028,cond_resnet_one_head,18,41,train,loss,0.17032342811908258
1029,cond_resnet_one_head,18,41,train,acc,0.9396
1030,cond_resnet_one_head,18,41,val,loss,1.2993398585896583
1031,cond_resnet_one_head,18,41,val,acc,0.6981
1032,cond_resnet_one_head,18,49,train,loss,0.11801767585408467
1033,cond_resnet_one_head,18,49,train,acc,0.95818
1034,cond_resnet_one_head,18,49,val,loss,1.3921824594971481
1035,cond_resnet_one_head,18,49,val,acc,0.7065
1036,cond_resnet_one_head,18,57,train,loss,0.09931151512081322
1037,cond_resnet_one_head,18,57,train,acc,0.9653
1038,cond_resnet_one_head,18,57,val,loss,1.4524092471144001
1039,cond_resnet_one_head,18,57,val,acc,0.7116
1040,cond_resnet_one_head,18,64,train,loss,0.09393377495808122
1041,cond_resnet_one_head,18,64,train,acc,0.96754
1042,cond_resnet_one_head,18,64,val,loss,1.484220287412595
1043,cond_resnet_one_head,18,64,val,acc,0.713
1044,cond_resnet_one_head,19,1,train,loss,2.0110947184855372
1045,cond_resnet_one_head,19,1,train,acc,0.24684
1046,cond_resnet_one_head,19,1,val,loss,2.000527529959466
1047,cond_resnet_one_head,19,1,val,acc,0.2553
1048,cond_resnet_one_head,19,9,train,loss,1.1585630569464105
1049,cond_resnet_one_head,19,9,train,acc,0.58494
1050,cond_resnet_one_head,19,9,val,loss,1.288176806109726
1051,cond_resnet_one_head,19,9,val,acc,0.5499
1052,cond_resnet_one_head,19,17,train,loss,0.6774312075217972
1053,cond_resnet_one_head,19,17,train,acc,0.75692
1054,cond_resnet_one_head,19,17,val,loss,1.092250549109878
1055,cond_resnet_one_head,19,17,val,acc,0.6374
1056,cond_resnet_one_head,19,25,train,loss,0.4178624420291018
1057,cond_resnet_one_head,19,25,train,acc,0.85068
1058,cond_resnet_one_head,19,25,val,loss,1.1269369656872597
1059,cond_resnet_one_head,19,25,val,acc,0.6583
1060,cond_resnet_one_head,19,33,train,loss,0.24013822838244842
1061,cond_resnet_one_head,19,33,train,acc,0.91324
1062,cond_resnet_one_head,19,33,val,loss,1.2464844257968246
1063,cond_resnet_one_head,19,33,val,acc,0.6878
1064,cond_resnet_one_head,19,41,train,loss,0.15082267096833044
1065,cond_resnet_one_head,19,41,train,acc,0.94632
1066,cond_resnet_one_head,19,41,val,loss,1.3288930525445635
1067,cond_resnet_one_head,19,41,val,acc,0.6966
1068,cond_resnet_one_head,19,49,train,loss,0.10275917727609768
1069,cond_resnet_one_head,19,49,train,acc,0.964
1070,cond_resnet_one_head,19,49,val,loss,1.4062910117920797
1071,cond_resnet_one_head,19,49,val,acc,0.7077
1072,cond_resnet_one_head,19,57,train,loss,0.08922627573425565
1073,cond_resnet_one_head,19,57,train,acc,0.96848
1074,cond_resnet_one_head,19,57,val,loss,1.4594961602217074
1075,cond_resnet_one_head,19,57,val,acc,0.717
1076,cond_resnet_one_head,19,64,train,loss,0.07859497811988263
1077,cond_resnet_one_head,19,64,train,acc,0.97244
1078,cond_resnet_one_head,19,64,val,loss,1.5016674517066615
1079,cond_resnet_one_head,19,64,val,acc,0.7174
1080,cond_resnet_one_head,20,1,train,loss,2.010879251505713
1081,cond_resnet_one_head,20,1,train,acc,0.2469
1082,cond_resnet_one_head,20,1,val,loss,2.002485141632663
1083,cond_resnet_one_head,20,1,val,acc,0.2528
1084,cond_resnet_one_head,20,9,train,loss,1.1518858274078125
1085,cond_resnet_one_head,20,9,train,acc,0.58602
1086,cond_resnet_one_head,20,9,val,loss,1.2765086475451282
1087,cond_resnet_one_head,20,9,val,acc,0.5515
1088,cond_resnet_one_head,20,17,train,loss,0.6683114266304104
1089,cond_resnet_one_head,20,17,train,acc,0.75528
1090,cond_resnet_one_head,20,17,val,loss,1.0913009620775842
1091,cond_resnet_one_head,20,17,val,acc,0.6421
1092,cond_resnet_one_head,20,25,train,loss,0.3988159176943552
1093,cond_resnet_one_head,20,25,train,acc,0.8572
1094,cond_resnet_one_head,20,25,val,loss,1.1346619516421275
1095,cond_resnet_one_head,20,25,val,acc,0.6654
1096,cond_resnet_one_head,20,33,train,loss,0.21399271875010123
1097,cond_resnet_one_head,20,33,train,acc,0.9232
1098,cond_resnet_one_head,20,33,val,loss,1.2513075930297755
1099,cond_resnet_one_head,20,33,val,acc,0.6861
1100,cond_resnet_one_head,20,41,train,loss,0.13453821948184
1101,cond_resnet_one_head,20,41,train,acc,0.9524
1102,cond_resnet_one_head,20,41,val,loss,1.3637551904483964
1103,cond_resnet_one_head,20,41,val,acc,0.7002
1104,cond_resnet_one_head,20,49,train,loss,0.09377846619485856
1105,cond_resnet_one_head,20,49,train,acc,0.9671
1106,cond_resnet_one_head,20,49,val,loss,1.4726947747218382
1107,cond_resnet_one_head,20,49,val,acc,0.7084
1108,cond_resnet_one_head,20,57,train,loss,0.07800211251535884
1109,cond_resnet_one_head,20,57,train,acc,0.97288
1110,cond_resnet_one_head,20,57,val,loss,1.5227260521263073
1111,cond_resnet_one_head,20,57,val,acc,0.7104
1112,cond_resnet_one_head,20,64,train,loss,0.0698487221405072
1113,cond_resnet_one_head,20,64,train,acc,0.97584
1114,cond_resnet_one_head,20,64,val,loss,1.5498017661131112
1115,cond_resnet_one_head,20,64,val,acc,0.7161
1116,cond_resnet_one_head,21,1,train,loss,2.001424764885622
1117,cond_resnet_one_head,21,1,train,acc,0.25364
1118,cond_resnet_one_head,21,1,val,loss,1.9940251104391304
1119,cond_resnet_one_head,21,1,val,acc,0.2605
1120,cond_resnet_one_head,21,9,train,loss,1.1462273289023153
1121,cond_resnet_one_head,21,9,train,acc,0.58712
1122,cond_resnet_one_head,21,9,val,loss,1.2824976060800493
1123,cond_resnet_one_head,21,9,val,acc,0.5512
1124,cond_resnet_one_head,21,17,train,loss,0.6357042882448573
1125,cond_resnet_one_head,21,17,train,acc,0.76978
1126,cond_resnet_one_head,21,17,val,loss,1.0977693568369387
1127,cond_resnet_one_head,21,17,val,acc,0.6374
1128,cond_resnet_one_head,21,25,train,loss,0.38757410338696313
1129,cond_resnet_one_head,21,25,train,acc,0.85982
1130,cond_resnet_one_head,21,25,val,loss,1.1537395119667053
1131,cond_resnet_one_head,21,25,val,acc,0.6624
1132,cond_resnet_one_head,21,33,train,loss,0.20860821964300197
1133,cond_resnet_one_head,21,33,train,acc,0.92528
1134,cond_resnet_one_head,21,33,val,loss,1.2827463992841683
1135,cond_resnet_one_head,21,33,val,acc,0.6848
1136,cond_resnet_one_head,21,41,train,loss,0.13262904724320562
1137,cond_resnet_one_head,21,41,train,acc,0.95354
1138,cond_resnet_one_head,21,41,val,loss,1.3891507330214141
1139,cond_resnet_one_head,21,41,val,acc,0.6956
1140,cond_resnet_one_head,21,49,train,loss,0.08906164476909982
1141,cond_resnet_one_head,21,49,train,acc,0.9695
1142,cond_resnet_one_head,21,49,val,loss,1.4987357980126788
1143,cond_resnet_one_head,21,49,val,acc,0.7066
1144,cond_resnet_one_head,21,57,train,loss,0.07958975548932182
1145,cond_resnet_one_head,21,57,train,acc,0.9715
1146,cond_resnet_one_head,21,57,val,loss,1.57831157089039
1147,cond_resnet_one_head,21,57,val,acc,0.708
1148,cond_resnet_one_head,21,64,train,loss,0.07516045665637593
1149,cond_resnet_one_head,21,64,train,acc,0.97356
1150,cond_resnet_one_head,21,64,val,loss,1.6258875230315384
1151,cond_resnet_one_head,21,64,val,acc,0.7153
1152,cond_resnet_one_head,22,1,train,loss,1.9988600898276814
1153,cond_resnet_one_head,22,1,train,acc,0.24972
1154,cond_resnet_one_head,22,1,val,loss,1.9924090462885085
1155,cond_resnet_one_head,22,1,val,acc,0.2555
1156,cond_resnet_one_head,22,9,train,loss,1.1396638374499348
1157,cond_resnet_one_head,22,9,train,acc,0.58752
1158,cond_resnet_one_head,22,9,val,loss,1.286196979367809
1159,cond_resnet_one_head,22,9,val,acc,0.5502
1160,cond_resnet_one_head,22,17,train,loss,0.643530856008115
1161,cond_resnet_one_head,22,17,train,acc,0.76676
1162,cond_resnet_one_head,22,17,val,loss,1.1184192011310796
1163,cond_resnet_one_head,22,17,val,acc,0.6351
1164,cond_resnet_one_head,22,25,train,loss,0.3834302363455143
1165,cond_resnet_one_head,22,25,train,acc,0.86128
1166,cond_resnet_one_head,22,25,val,loss,1.1855266075225392
1167,cond_resnet_one_head,22,25,val,acc,0.6621
1168,cond_resnet_one_head,22,33,train,loss,0.20859381309746172
1169,cond_resnet_one_head,22,33,train,acc,0.92654
1170,cond_resnet_one_head,22,33,val,loss,1.3251400426694542
1171,cond_resnet_one_head,22,33,val,acc,0.6821
1172,cond_resnet_one_head,22,41,train,loss,0.13742584710383354
1173,cond_resnet_one_head,22,41,train,acc,0.95068
1174,cond_resnet_one_head,22,41,val,loss,1.4745466359861337
1175,cond_resnet_one_head,22,41,val,acc,0.693
1176,cond_resnet_one_head,22,49,train,loss,0.09523903663374979
1177,cond_resnet_one_head,22,49,train,acc,0.96784
1178,cond_resnet_one_head,22,49,val,loss,1.583290119839322
1179,cond_resnet_one_head,22,49,val,acc,0.702
1180,cond_resnet_one_head,22,57,train,loss,0.08233033089786577
1181,cond_resnet_one_head,22,57,train,acc,0.97154
1182,cond_resnet_one_head,22,57,val,loss,1.6518226759448933
1183,cond_resnet_one_head,22,57,val,acc,0.7136
1184,cond_resnet_one_head,22,64,train,loss,0.07711743203300239
1185,cond_resnet_one_head,22,64,train,acc,0.97346
1186,cond_resnet_one_head,22,64,val,loss,1.6963312781540452
1187,cond_resnet_one_head,22,64,val,acc,0.7104
1188,cond_resnet_one_head,23,1,train,loss,1.9963917159058553
1189,cond_resnet_one_head,23,1,train,acc,0.25152
1190,cond_resnet_one_head,23,1,val,loss,1.986276074579567
1191,cond_resnet_one_head,23,1,val,acc,0.2615
1192,cond_resnet_one_head,23,9,train,loss,1.1280478348055154
1193,cond_resnet_one_head,23,9,train,acc,0.59468
1194,cond_resnet_one_head,23,9,val,loss,1.2633779960073483
1195,cond_resnet_one_head,23,9,val,acc,0.5506
1196,cond_resnet_one_head,23,17,train,loss,0.6259773460876606
1197,cond_resnet_one_head,23,17,train,acc,0.77134
1198,cond_resnet_one_head,23,17,val,loss,1.120934064980525
1199,cond_resnet_one_head,23,17,val,acc,0.6368
1200,cond_resnet_one_head,23,25,train,loss,0.3637711018552561
1201,cond_resnet_one_head,23,25,train,acc,0.86752
1202,cond_resnet_one_head,23,25,val,loss,1.1998531605787337
1203,cond_resnet_one_head,23,25,val,acc,0.6565
1204,cond_resnet_one_head,23,33,train,loss,0.1869047357345862
1205,cond_resnet_one_head,23,33,train,acc,0.9341
1206,cond_resnet_one_head,23,33,val,loss,1.3449070111961121
1207,cond_resnet_one_head,23,33,val,acc,0.6815
1208,cond_resnet_one_head,23,41,train,loss,0.1073959706020077
1209,cond_resnet_one_head,23,41,train,acc,0.96232
1210,cond_resnet_one_head,23,41,val,loss,1.4653906366627687
1211,cond_resnet_one_head,23,41,val,acc,0.6964
1212,cond_resnet_one_head,23,49,train,loss,0.0715176734955424
1213,cond_resnet_one_head,23,49,train,acc,0.97502
1214,cond_resnet_one_head,23,49,val,loss,1.583831431759391
1215,cond_resnet_one_head,23,49,val,acc,0.7049
1216,cond_resnet_one_head,23,57,train,loss,0.06708194265294525
1217,cond_resnet_one_head,23,57,train,acc,0.9767
1218,cond_resnet_one_head,23,57,val,loss,1.6661208127714267
1219,cond_resnet_one_head,23,57,val,acc,0.708
1220,cond_resnet_one_head,23,64,train,loss,0.05927341615113065
1221,cond_resnet_one_head,23,64,train,acc,0.97924
1222,cond_resnet_one_head,23,64,val,loss,1.6912286934579255
1223,cond_resnet_one_head,23,64,val,acc,0.711
1224,cond_resnet_one_head,24,1,train,loss,1.996476866552592
1225,cond_resnet_one_head,24,1,train,acc,0.24804
1226,cond_resnet_one_head,24,1,val,loss,1.987847104194058
1227,cond_resnet_one_head,24,1,val,acc,0.2507
1228,cond_resnet_one_head,24,9,train,loss,1.1355188999639447
1229,cond_resnet_one_head,24,9,train,acc,0.59304
1230,cond_resnet_one_head,24,9,val,loss,1.2873893478873428
1231,cond_resnet_one_head,24,9,val,acc,0.5451
1232,cond_resnet_one_head,24,17,train,loss,0.6260577915117259
1233,cond_resnet_one_head,24,17,train,acc,0.77224
1234,cond_resnet_one_head,24,17,val,loss,1.1387055296047477
1235,cond_resnet_one_head,24,17,val,acc,0.6293
1236,cond_resnet_one_head,24,25,train,loss,0.3699182831798978
1237,cond_resnet_one_head,24,25,train,acc,0.86518
1238,cond_resnet_one_head,24,25,val,loss,1.2409953695193978
1239,cond_resnet_one_head,24,25,val,acc,0.6559
1240,cond_resnet_one_head,24,33,train,loss,0.20175182915595183
1241,cond_resnet_one_head,24,33,train,acc,0.92736
1242,cond_resnet_one_head,24,33,val,loss,1.38851367781876
1243,cond_resnet_one_head,24,33,val,acc,0.6807
1244,cond_resnet_one_head,24,41,train,loss,0.12802483881835627
1245,cond_resnet_one_head,24,41,train,acc,0.95416
1246,cond_resnet_one_head,24,41,val,loss,1.5114120326604052
1247,cond_resnet_one_head,24,41,val,acc,0.6897
1248,cond_resnet_one_head,24,49,train,loss,0.08449784852623882
1249,cond_resnet_one_head,24,49,train,acc,0.97032
1250,cond_resnet_one_head,24,49,val,loss,1.598294533741702
1251,cond_resnet_one_head,24,49,val,acc,0.7056
1252,cond_resnet_one_head,24,57,train,loss,0.06936502101940706
1253,cond_resnet_one_head,24,57,train,acc,0.9758
1254,cond_resnet_one_head,24,57,val,loss,1.6886628539698898
1255,cond_resnet_one_head,24,57,val,acc,0.7114
1256,cond_resnet_one_head,24,64,train,loss,0.07015705309198488
1257,cond_resnet_one_head,24,64,train,acc,0.97528
1258,cond_resnet_one_head,24,64,val,loss,1.7057603255958314
1259,cond_resnet_one_head,24,64,val,acc,0.7118
1260,cond_resnet_one_head,25,1,train,loss,1.9913770719562345
1261,cond_resnet_one_head,25,1,train,acc,0.25018
1262,cond_resnet_one_head,25,1,val,loss,1.9826005097407444
1263,cond_resnet_one_head,25,1,val,acc,0.2629
1264,cond_resnet_one_head,25,9,train,loss,1.1249881648194149
1265,cond_resnet_one_head,25,9,train,acc,0.59546
1266,cond_resnet_one_head,25,9,val,loss,1.2780298214809152
1267,cond_resnet_one_head,25,9,val,acc,0.5497
1268,cond_resnet_one_head,25,17,train,loss,0.6096794746644661
1269,cond_resnet_one_head,25,17,train,acc,0.77644
1270,cond_resnet_one_head,25,17,val,loss,1.1335434959192945
1271,cond_resnet_one_head,25,17,val,acc,0.6386
1272,cond_resnet_one_head,25,25,train,loss,0.344008732234578
1273,cond_resnet_one_head,25,25,train,acc,0.87656
1274,cond_resnet_one_head,25,25,val,loss,1.2299844983277048
1275,cond_resnet_one_head,25,25,val,acc,0.6641
1276,cond_resnet_one_head,25,33,train,loss,0.17426862471910845
1277,cond_resnet_one_head,25,33,train,acc,0.93834
1278,cond_resnet_one_head,25,33,val,loss,1.3738548193767572
1279,cond_resnet_one_head,25,33,val,acc,0.6898
1280,cond_resnet_one_head,25,41,train,loss,0.10367506816078101
1281,cond_resnet_one_head,25,41,train,acc,0.96232
1282,cond_resnet_one_head,25,41,val,loss,1.5115918148854735
1283,cond_resnet_one_head,25,41,val,acc,0.6988
1284,cond_resnet_one_head,25,49,train,loss,0.0680186854255007
1285,cond_resnet_one_head,25,49,train,acc,0.97554
1286,cond_resnet_one_head,25,49,val,loss,1.6184668036023522
1287,cond_resnet_one_head,25,49,val,acc,0.7096
1288,cond_resnet_one_head,25,57,train,loss,0.058319294937741004
1289,cond_resnet_one_head,25,57,train,acc,0.97892
1290,cond_resnet_one_head,25,57,val,loss,1.656778433520323
1291,cond_resnet_one_head,25,57,val,acc,0.7145
1292,cond_resnet_one_head,25,64,train,loss,0.05608932186356362
1293,cond_resnet_one_head,25,64,train,acc,0.98028
1294,cond_resnet_one_head,25,64,val,loss,1.7100840040073273
1295,cond_resnet_one_head,25,64,val,acc,0.7141
1296,cond_resnet_one_head,26,1,train,loss,1.9929548332758267
1297,cond_resnet_one_head,26,1,train,acc,0.25486
1298,cond_resnet_one_head,26,1,val,loss,1.9866963579396533
1299,cond_resnet_one_head,26,1,val,acc,0.2598
1300,cond_resnet_one_head,26,9,train,loss,1.116638655171675
1301,cond_resnet_one_head,26,9,train,acc,0.59802
1302,cond_resnet_one_head,26,9,val,loss,1.274169199785609
1303,cond_resnet_one_head,26,9,val,acc,0.5556
1304,cond_resnet_one_head,26,17,train,loss,0.5882997976620788
1305,cond_resnet_one_head,26,17,train,acc,0.78548
1306,cond_resnet_one_head,26,17,val,loss,1.1454000757758025
1307,cond_resnet_one_head,26,17,val,acc,0.6356
1308,cond_resnet_one_head,26,25,train,loss,0.31051196379925283
1309,cond_resnet_one_head,26,25,train,acc,0.88834
1310,cond_resnet_one_head,26,25,val,loss,1.2375836892492453
1311,cond_resnet_one_head,26,25,val,acc,0.6635
1312,cond_resnet_one_head,26,33,train,loss,0.15899232376242994
1313,cond_resnet_one_head,26,33,train,acc,0.94374
1314,cond_resnet_one_head,26,33,val,loss,1.379225539553697
1315,cond_resnet_one_head,26,33,val,acc,0.686
1316,cond_resnet_one_head,26,41,train,loss,0.09328955876857728
1317,cond_resnet_one_head,26,41,train,acc,0.96586
1318,cond_resnet_one_head,26,41,val,loss,1.499309094848147
1319,cond_resnet_one_head,26,41,val,acc,0.6978
1320,cond_resnet_one_head,26,49,train,loss,0.06113015957381528
1321,cond_resnet_one_head,26,49,train,acc,0.97872
1322,cond_resnet_one_head,26,49,val,loss,1.6056306468453376
1323,cond_resnet_one_head,26,49,val,acc,0.7081
1324,cond_resnet_one_head,26,57,train,loss,0.05448958562249961
1325,cond_resnet_one_head,26,57,train,acc,0.98122
1326,cond_resnet_one_head,26,57,val,loss,1.6782732427499856
1327,cond_resnet_one_head,26,57,val,acc,0.7101
1328,cond_resnet_one_head,26,64,train,loss,0.049842267374917766
1329,cond_resnet_one_head,26,64,train,acc,0.98308
1330,cond_resnet_one_head,26,64,val,loss,1.710503065282372
1331,cond_resnet_one_head,26,64,val,acc,0.7135
1332,cond_resnet_one_head,27,1,train,loss,1.9881062893306507
1333,cond_resnet_one_head,27,1,train,acc,0.25798
1334,cond_resnet_one_head,27,1,val,loss,1.9792441235985725
1335,cond_resnet_one_head,27,1,val,acc,0.2649
1336,cond_resnet_one_head,27,9,train,loss,1.1140930188433897
1337,cond_resnet_one_head,27,9,train,acc,0.60208
1338,cond_resnet_one_head,27,9,val,loss,1.2721301825942508
1339,cond_resnet_one_head,27,9,val,acc,0.556
1340,cond_resnet_one_head,27,17,train,loss,0.5842206637801417
1341,cond_resnet_one_head,27,17,train,acc,0.78778
1342,cond_resnet_one_head,27,17,val,loss,1.1372499777253267
1343,cond_resnet_one_head,27,17,val,acc,0.6387
1344,cond_resnet_one_head,27,25,train,loss,0.32428025238006314
1345,cond_resnet_one_head,27,25,train,acc,0.88278
1346,cond_resnet_one_head,27,25,val,loss,1.2596510345009482
1347,cond_resnet_one_head,27,25,val,acc,0.658
1348,cond_resnet_one_head,27,33,train,loss,0.159344378592032
1349,cond_resnet_one_head,27,33,train,acc,0.9443
1350,cond_resnet_one_head,27,33,val,loss,1.397262664357568
1351,cond_resnet_one_head,27,33,val,acc,0.6841
1352,cond_resnet_one_head,27,41,train,loss,0.09830088358815484
1353,cond_resnet_one_head,27,41,train,acc,0.96526
1354,cond_resnet_one_head,27,41,val,loss,1.5452738267600916
1355,cond_resnet_one_head,27,41,val,acc,0.6926
1356,cond_resnet_one_head,27,49,train,loss,0.07226144909278712
1357,cond_resnet_one_head,27,49,train,acc,0.9746
1358,cond_resnet_one_head,27,49,val,loss,1.6677812660575673
1359,cond_resnet_one_head,27,49,val,acc,0.7045
1360,cond_resnet_one_head,27,57,train,loss,0.06206759702458339
1361,cond_resnet_one_head,27,57,train,acc,0.97862
1362,cond_resnet_one_head,27,57,val,loss,1.7481849808601817
1363,cond_resnet_one_head,27,57,val,acc,0.7042
1364,cond_resnet_one_head,27,64,train,loss,0.06210165922089344
1365,cond_resnet_one_head,27,64,train,acc,0.9788
1366,cond_resnet_one_head,27,64,val,loss,1.750669585291747
1367,cond_resnet_one_head,27,64,val,acc,0.7078
1368,cond_resnet_one_head,28,1,train,loss,1.9886617261125608
1369,cond_resnet_one_head,28,1,train,acc,0.25786
1370,cond_resnet_one_head,28,1,val,loss,1.9832318747878834
1371,cond_resnet_one_head,28,1,val,acc,0.262
1372,cond_resnet_one_head,28,9,train,loss,1.1250468263083406
1373,cond_resnet_one_head,28,9,train,acc,0.59626
1374,cond_resnet_one_head,28,9,val,loss,1.2923946365429337
1375,cond_resnet_one_head,28,9,val,acc,0.5524
1376,cond_resnet_one_head,28,17,train,loss,0.6031634263751452
1377,cond_resnet_one_head,28,17,train,acc,0.782
1378,cond_resnet_one_head,28,17,val,loss,1.1707928427465402
1379,cond_resnet_one_head,28,17,val,acc,0.6349
1380,cond_resnet_one_head,28,25,train,loss,0.32244893645539
1381,cond_resnet_one_head,28,25,train,acc,0.88372
1382,cond_resnet_one_head,28,25,val,loss,1.310007498522473
1383,cond_resnet_one_head,28,25,val,acc,0.6568
1384,cond_resnet_one_head,28,33,train,loss,0.16595785346720607
1385,cond_resnet_one_head,28,33,train,acc,0.94194
1386,cond_resnet_one_head,28,33,val,loss,1.4486079804456917
1387,cond_resnet_one_head,28,33,val,acc,0.6814
1388,cond_resnet_one_head,28,41,train,loss,0.10432552582586703
1389,cond_resnet_one_head,28,41,train,acc,0.963
1390,cond_resnet_one_head,28,41,val,loss,1.6180096276246818
1391,cond_resnet_one_head,28,41,val,acc,0.6937
1392,cond_resnet_one_head,28,49,train,loss,0.07170844326793785
1393,cond_resnet_one_head,28,49,train,acc,0.97494
1394,cond_resnet_one_head,28,49,val,loss,1.684884955928584
1395,cond_resnet_one_head,28,49,val,acc,0.7073
1396,cond_resnet_one_head,28,57,train,loss,0.06190611034646021
1397,cond_resnet_one_head,28,57,train,acc,0.9786
1398,cond_resnet_one_head,28,57,val,loss,1.751443172336384
1399,cond_resnet_one_head,28,57,val,acc,0.7112
1400,cond_resnet_one_head,28,64,train,loss,0.05749391639709968
1401,cond_resnet_one_head,28,64,train,acc,0.97958
1402,cond_resnet_one_head,28,64,val,loss,1.779813954784612
1403,cond_resnet_one_head,28,64,val,acc,0.7161
1404,cond_resnet_one_head,29,1,train,loss,1.9861260808032493
1405,cond_resnet_one_head,29,1,train,acc,0.25876
1406,cond_resnet_one_head,29,1,val,loss,1.9773095041323618
1407,cond_resnet_one_head,29,1,val,acc,0.2626
1408,cond_resnet_one_head,29,9,train,loss,1.0983222912796928
1409,cond_resnet_one_head,29,9,train,acc,0.60622
1410,cond_resnet_one_head,29,9,val,loss,1.2602650701620017
1411,cond_resnet_one_head,29,9,val,acc,0.5622
1412,cond_resnet_one_head,29,17,train,loss,0.5612847523387435
1413,cond_resnet_one_head,29,17,train,acc,0.79722
1414,cond_resnet_one_head,29,17,val,loss,1.1513429990239963
1415,cond_resnet_one_head,29,17,val,acc,0.6391
1416,cond_resnet_one_head,29,25,train,loss,0.2884636623189425
1417,cond_resnet_one_head,29,25,train,acc,0.8944
1418,cond_resnet_one_head,29,25,val,loss,1.2852161557051787
1419,cond_resnet_one_head,29,25,val,acc,0.6599
1420,cond_resnet_one_head,29,33,train,loss,0.1411065790692673
1421,cond_resnet_one_head,29,33,train,acc,0.9491
1422,cond_resnet_one_head,29,33,val,loss,1.4771587142519131
1423,cond_resnet_one_head,29,33,val,acc,0.6805
1424,cond_resnet_one_head,29,41,train,loss,0.08490946589518919
1425,cond_resnet_one_head,29,41,train,acc,0.9702
1426,cond_resnet_one_head,29,41,val,loss,1.6280841709701879
1427,cond_resnet_one_head,29,41,val,acc,0.6961
1428,cond_resnet_one_head,29,49,train,loss,0.056911958501224054
1429,cond_resnet_one_head,29,49,train,acc,0.98032
1430,cond_resnet_one_head,29,49,val,loss,1.7162797701586583
1431,cond_resnet_one_head,29,49,val,acc,0.7083
1432,cond_resnet_one_head,29,57,train,loss,0.046886807458553836
1433,cond_resnet_one_head,29,57,train,acc,0.98374
1434,cond_resnet_one_head,29,57,val,loss,1.7640855262993247
1435,cond_resnet_one_head,29,57,val,acc,0.7162
1436,cond_resnet_one_head,29,64,train,loss,0.04317534804407298
1437,cond_resnet_one_head,29,64,train,acc,0.985
1438,cond_resnet_one_head,29,64,val,loss,1.8026635950538004
1439,cond_resnet_one_head,29,64,val,acc,0.717
1440,cond_resnet_one_head,30,1,train,loss,1.986193258286742
1441,cond_resnet_one_head,30,1,train,acc,0.26034
1442,cond_resnet_one_head,30,1,val,loss,1.978495127076556
1443,cond_resnet_one_head,30,1,val,acc,0.2737
1444,cond_resnet_one_head,30,9,train,loss,1.1109127607339484
1445,cond_resnet_one_head,30,9,train,acc,0.6004
1446,cond_resnet_one_head,30,9,val,loss,1.2785036772679372
1447,cond_resnet_one_head,30,9,val,acc,0.559
1448,cond_resnet_one_head,30,17,train,loss,0.5763608561376171
1449,cond_resnet_one_head,30,17,train,acc,0.78904
1450,cond_resnet_one_head,30,17,val,loss,1.1876503293681298
1451,cond_resnet_one_head,30,17,val,acc,0.6297
1452,cond_resnet_one_head,30,25,train,loss,0.3044275845522466
1453,cond_resnet_one_head,30,25,train,acc,0.88904
1454,cond_resnet_one_head,30,25,val,loss,1.3231797112021477
1455,cond_resnet_one_head,30,25,val,acc,0.6601
1456,cond_resnet_one_head,30,33,train,loss,0.1510449000872443
1457,cond_resnet_one_head,30,33,train,acc,0.9466
1458,cond_resnet_one_head,30,33,val,loss,1.4999724960630867
1459,cond_resnet_one_head,30,33,val,acc,0.6781
1460,cond_resnet_one_head,30,41,train,loss,0.08855601653690114
1461,cond_resnet_one_head,30,41,train,acc,0.96966
1462,cond_resnet_one_head,30,41,val,loss,1.6173489887243624
1463,cond_resnet_one_head,30,41,val,acc,0.6964
1464,cond_resnet_one_head,30,49,train,loss,0.05652851607654091
